ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
221,Maximal Square,37.7%,Medium,0.022108490754203434, https://leetcode.com/problems/maximal-square
380,Insert Delete GetRandom O(1),47.5%,Medium,0.021962815449093263, https://leetcode.com/problems/insert-delete-getrandom-o1
167,Two Sum II - Input array is sorted,54.1%,Easy,0.021849838247772296, https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
231,Power of Two,43.7%,Easy,0.021776810232970734, https://leetcode.com/problems/power-of-two
45,Jump Game II,30.6%,Hard,0.021353124470568974, https://leetcode.com/problems/jump-game-ii
359,Logger Rate Limiter,70.8%,Easy,0.021053409197832343, https://leetcode.com/problems/logger-rate-limiter
670,Maximum Swap,43.6%,Medium,0.020844944430365928, https://leetcode.com/problems/maximum-swap
122,Best Time to Buy and Sell Stock II,57.0%,Easy,0.020783855622427426, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii
279,Perfect Squares,47.4%,Medium,0.02061928720273568, https://leetcode.com/problems/perfect-squares
32,Longest Valid Parentheses,28.4%,Hard,0.020385756924473915, https://leetcode.com/problems/longest-valid-parentheses
454,4Sum II,53.1%,Medium,0.02033623717961716, https://leetcode.com/problems/4sum-ii
166,Fraction to Recurring Decimal,21.6%,Medium,0.02015181543730795, https://leetcode.com/problems/fraction-to-recurring-decimal
525,Contiguous Array,42.8%,Medium,0.01975372873623256, https://leetcode.com/problems/contiguous-array
63,Unique Paths II,34.6%,Medium,0.01949801804099658, https://leetcode.com/problems/unique-paths-ii
435,Non-overlapping Intervals,42.9%,Medium,0.019455866615365896, https://leetcode.com/problems/non-overlapping-intervals
669,Trim a Binary Search Tree,63.0%,Easy,0.019139340210697423, https://leetcode.com/problems/trim-a-binary-search-tree
229,Majority Element II,35.6%,Medium,0.019057270410286146, https://leetcode.com/problems/majority-element-ii
151,Reverse Words in a String,21.9%,Medium,0.018673611472670153, https://leetcode.com/problems/reverse-words-in-a-string
617,Merge Two Binary Trees,74.1%,Easy,0.018496211633622316, https://leetcode.com/problems/merge-two-binary-trees
234,Palindrome Linked List,39.3%,Easy,0.01801241989645556, https://leetcode.com/problems/palindrome-linked-list
126,Word Ladder II,22.1%,Hard,0.017994187717865196, https://leetcode.com/problems/word-ladder-ii
542,01 Matrix,39.8%,Medium,0.01796993548494071, https://leetcode.com/problems/01-matrix
406,Queue Reconstruction by Height,66.9%,Medium,0.01774669468133533, https://leetcode.com/problems/queue-reconstruction-by-height
38,Count and Say,44.6%,Easy,0.01753063983505879, https://leetcode.com/problems/count-and-say
22,Generate Parentheses,62.7%,Medium,0.017331456351639924, https://leetcode.com/problems/generate-parentheses
95,Unique Binary Search Trees II,40.6%,Medium,0.016856699181010838, https://leetcode.com/problems/unique-binary-search-trees-ii
692,Top K Frequent Words,51.8%,Medium,0.016832265743172113, https://leetcode.com/problems/top-k-frequent-words
176,Second Highest Salary,31.6%,Easy,0.01655971603901838, https://leetcode.com/problems/second-highest-salary
188,Best Time to Buy and Sell Stock IV,28.0%,Hard,0.01651565203072114, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv
116,Populating Next Right Pointers in Each Node,45.2%,Medium,0.016432723251567683, https://leetcode.com/problems/populating-next-right-pointers-in-each-node
1108,Defanging an IP Address,87.5%,Easy,0.016423726830643748, https://leetcode.com/problems/defanging-an-ip-address
73,Set Matrix Zeroes,43.1%,Medium,0.015715357479628243, https://leetcode.com/problems/set-matrix-zeroes
938,Range Sum of BST,81.3%,Easy,0.015707129205357877, https://leetcode.com/problems/range-sum-of-bst
215,Kth Largest Element in an Array,55.4%,Medium,0.015519225147600912, https://leetcode.com/problems/kth-largest-element-in-an-array
114,Flatten Binary Tree to Linked List,49.3%,Medium,0.015450951155718977, https://leetcode.com/problems/flatten-binary-tree-to-linked-list
1002,Find Common Characters,67.6%,Easy,0.015273301861833809, https://leetcode.com/problems/find-common-characters
561,Array Partition I,72.0%,Easy,0.015186320707985562, https://leetcode.com/problems/array-partition-i
153,Find Minimum in Rotated Sorted Array,45.1%,Medium,0.014939586916186732, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
315,Count of Smaller Numbers After Self,41.5%,Hard,0.014352596574956585, https://leetcode.com/problems/count-of-smaller-numbers-after-self
83,Remove Duplicates from Sorted List,45.4%,Easy,0.014238493989114923, https://leetcode.com/problems/remove-duplicates-from-sorted-list
230,Kth Smallest Element in a BST,60.2%,Medium,0.014200301729123736, https://leetcode.com/problems/kth-smallest-element-in-a-bst
371,Sum of Two Integers,50.7%,Medium,0.014064929467403538, https://leetcode.com/problems/sum-of-two-integers
76,Minimum Window Substring,34.6%,Hard,0.013966707481708198, https://leetcode.com/problems/minimum-window-substring
345,Reverse Vowels of a String,44.2%,Easy,0.013947227480850463, https://leetcode.com/problems/reverse-vowels-of-a-string
724,Find Pivot Index,44.0%,Easy,0.013850636933899008, https://leetcode.com/problems/find-pivot-index
767,Reorganize String,48.7%,Medium,0.01329806830463147, https://leetcode.com/problems/reorganize-string
347,Top K Frequent Elements,61.2%,Medium,0.01329217620893675, https://leetcode.com/problems/top-k-frequent-elements
695,Max Area of Island,62.7%,Medium,0.012686500631003836, https://leetcode.com/problems/max-area-of-island
9,Palindrome Number,48.4%,Easy,0.01209661684713821, https://leetcode.com/problems/palindrome-number
543,Diameter of Binary Tree,48.4%,Easy,0.011898606798495848, https://leetcode.com/problems/diameter-of-binary-tree
378,Kth Smallest Element in a Sorted Matrix,54.3%,Medium,0.011634802567699611, https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
69,Sqrt(x),33.9%,Easy,0.011443227222342794, https://leetcode.com/problems/sqrtx
190,Reverse Bits,39.8%,Easy,0.011393278234619338, https://leetcode.com/problems/reverse-bits
123,Best Time to Buy and Sell Stock III,37.5%,Hard,0.011261380272539033, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii
171,Excel Sheet Column Number,55.9%,Easy,0.011195191092491645, https://leetcode.com/problems/excel-sheet-column-number
207,Course Schedule,43.1%,Medium,0.01113459480911671, https://leetcode.com/problems/course-schedule
104,Maximum Depth of Binary Tree,66.0%,Easy,0.011105055822701604, https://leetcode.com/problems/maximum-depth-of-binary-tree
169,Majority Element,58.7%,Easy,0.010558521365115802, https://leetcode.com/problems/majority-element
211,Add and Search Word - Data structure design,38.1%,Medium,0.010438508143923443, https://leetcode.com/problems/add-and-search-word-data-structure-design
67,Add Binary,45.2%,Easy,0.010342637288628867, https://leetcode.com/problems/add-binary
819,Most Common Word,44.8%,Easy,0.010269666637456105, https://leetcode.com/problems/most-common-word
113,Path Sum II,46.7%,Medium,0.009784813879998279, https://leetcode.com/problems/path-sum-ii
47,Permutations II,46.4%,Medium,0.009673594178378379, https://leetcode.com/problems/permutations-ii
905,Sort Array By Parity,74.1%,Easy,0.009603915354180344, https://leetcode.com/problems/sort-array-by-parity
70,Climbing Stairs,47.8%,Easy,0.009390798483527519, https://leetcode.com/problems/climbing-stairs
74,Search a 2D Matrix,36.5%,Medium,0.00934149716911291, https://leetcode.com/problems/search-a-2d-matrix
28,Implement strStr(),34.5%,Easy,0.008850485542574548, https://leetcode.com/problems/implement-strstr
700,Search in a Binary Search Tree,73.1%,Easy,0.008512500860171227, https://leetcode.com/problems/search-in-a-binary-search-tree
173,Binary Search Tree Iterator,56.6%,Medium,0.008489015324911316, https://leetcode.com/problems/binary-search-tree-iterator
209,Minimum Size Subarray Sum,38.2%,Medium,0.00841401682484616, https://leetcode.com/problems/minimum-size-subarray-sum
763,Partition Labels,76.1%,Medium,0.008385793376274025, https://leetcode.com/problems/partition-labels
78,Subsets,62.0%,Medium,0.008278192969371254, https://leetcode.com/problems/subsets
239,Sliding Window Maximum,43.0%,Hard,0.007898935224534491, https://leetcode.com/problems/sliding-window-maximum
6,ZigZag Conversion,36.3%,Medium,0.0077116248757144665, https://leetcode.com/problems/zigzag-conversion
175,Combine Two Tables,60.8%,Easy,0.007696786120491369, https://leetcode.com/problems/combine-two-tables
876,Middle of the Linked List,68.4%,Easy,0.007624893975696915, https://leetcode.com/problems/middle-of-the-linked-list
240,Search a 2D Matrix II,43.2%,Medium,0.0075829747244553335, https://leetcode.com/problems/search-a-2d-matrix-ii
66,Plus One,43.0%,Easy,0.007324847595025828, https://leetcode.com/problems/plus-one
10,Regular Expression Matching,26.8%,Hard,0.0071865203293987245, https://leetcode.com/problems/regular-expression-matching
204,Count Primes,31.5%,Easy,0.007072165261362441, https://leetcode.com/problems/count-primes
110,Balanced Binary Tree,43.5%,Easy,0.007027435807456887, https://leetcode.com/problems/balanced-binary-tree
103,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,0.006816368572598042, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
118,Pascal's Triangle,52.5%,Easy,0.006749941254175012, https://leetcode.com/problems/pascals-triangle
98,Validate Binary Search Tree,27.8%,Medium,0.006611351489350257, https://leetcode.com/problems/validate-binary-search-tree
142,Linked List Cycle II,37.3%,Medium,0.006564934131150057, https://leetcode.com/problems/linked-list-cycle-ii
107,Binary Tree Level Order Traversal II,53.5%,Easy,0.006423661079917184, https://leetcode.com/problems/binary-tree-level-order-traversal-ii
64,Minimum Path Sum,54.5%,Medium,0.006127470152097104, https://leetcode.com/problems/minimum-path-sum
39,Combination Sum,56.1%,Medium,0.005715934396440999, https://leetcode.com/problems/combination-sum
199,Binary Tree Right Side View,54.1%,Medium,0.0056826406650506926, https://leetcode.com/problems/binary-tree-right-side-view
226,Invert Binary Tree,65.0%,Easy,0.005508138409792252, https://leetcode.com/problems/invert-binary-tree
350,Intersection of Two Arrays II,51.4%,Easy,0.005210380421193978, https://leetcode.com/problems/intersection-of-two-arrays-ii
55,Jump Game,34.6%,Medium,0.005022612266291382, https://leetcode.com/problems/jump-game
35,Search Insert Position,42.6%,Easy,0.004646848510375352, https://leetcode.com/problems/search-insert-position
560,Subarray Sum Equals K,43.9%,Medium,0.004279454482267064, https://leetcode.com/problems/subarray-sum-equals-k
217,Contains Duplicate,56.0%,Easy,0.0037979536727587773, https://leetcode.com/problems/contains-duplicate
203,Remove Linked List Elements,38.6%,Easy,0.0036496390875494257, https://leetcode.com/problems/remove-linked-list-elements
101,Symmetric Tree,46.8%,Easy,0.0034057078469827435, https://leetcode.com/problems/symmetric-tree
94,Binary Tree Inorder Traversal,63.3%,Medium,0.0033551449021403577, https://leetcode.com/problems/binary-tree-inorder-traversal
260,Single Number III,64.3%,Medium,0.0020288097849578786, https://leetcode.com/problems/single-number-iii
26,Remove Duplicates from Sorted Array,45.1%,Easy,0.0019513153174351963, https://leetcode.com/problems/remove-duplicates-from-sorted-array
ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
1,Two Sum,45.6%,Easy,1.3239393390446, https://leetcode.com/problems/two-sum
284,Peeking Iterator,45.7%,Medium,1.225806299790293, https://leetcode.com/problems/peeking-iterator
146,LRU Cache,33.2%,Medium,1.1817054748912657, https://leetcode.com/problems/lru-cache
1095,Find in Mountain Array,35.8%,Hard,1.0835724356369587, https://leetcode.com/problems/find-in-mountain-array
391,Perfect Rectangle,30.5%,Hard,0.9854393963826518, https://leetcode.com/problems/perfect-rectangle
403,Frog Jump,39.7%,Hard,0.977549850058533, https://leetcode.com/problems/frog-jump
2,Add Two Numbers,33.9%,Medium,0.9760771681710703, https://leetcode.com/problems/add-two-numbers
341,Flatten Nested List Iterator,52.9%,Medium,0.9601739460032599, https://leetcode.com/problems/flatten-nested-list-iterator
53,Maximum Subarray,46.5%,Easy,0.9397769028056373, https://leetcode.com/problems/maximum-subarray
42,Trapping Rain Water,48.9%,Hard,0.8416438635513304, https://leetcode.com/problems/trapping-rain-water
428,Serialize and Deserialize N-ary Tree,59.4%,Hard,0.8184023944755309, https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
4,Median of Two Sorted Arrays,29.6%,Hard,0.7804874458075195, https://leetcode.com/problems/median-of-two-sorted-arrays
97,Interleaving String,31.5%,Hard,0.6933519806963994, https://leetcode.com/problems/interleaving-string
295,Find Median from Data Stream,44.3%,Hard,0.6374386685560265, https://leetcode.com/problems/find-median-from-data-stream
212,Word Search II,34.9%,Hard,0.5393056293017195, https://leetcode.com/problems/word-search-ii
311,Sparse Matrix Multiplication,61.9%,Medium,0.4503238876572249, https://leetcode.com/problems/sparse-matrix-multiplication
200,Number of Islands,46.8%,Medium,0.44929804774434284, https://leetcode.com/problems/number-of-islands
479,Largest Palindrome Product,29.0%,Hard,0.44183275227903923, https://leetcode.com/problems/largest-palindrome-product
49,Group Anagrams,56.9%,Medium,0.40816116873735864, https://leetcode.com/problems/group-anagrams
688,Knight Probability in Chessboard,48.9%,Medium,0.38977851194046487, https://leetcode.com/problems/knight-probability-in-chessboard
351,Android Unlock Patterns,48.4%,Medium,0.38282263135840455, https://leetcode.com/problems/android-unlock-patterns
981,Time Based Key-Value Store,53.1%,Medium,0.3755723540313778, https://leetcode.com/problems/time-based-key-value-store
227,Basic Calculator II,36.9%,Medium,0.3709825801608562, https://leetcode.com/problems/basic-calculator-ii
206,Reverse Linked List,62.5%,Easy,0.3555322708386157, https://leetcode.com/problems/reverse-linked-list
329,Longest Increasing Path in a Matrix,43.4%,Hard,0.34223732585313005, https://leetcode.com/problems/longest-increasing-path-in-a-matrix
56,Merge Intervals,39.3%,Medium,0.324649020144345, https://leetcode.com/problems/merge-intervals
12,Integer to Roman,55.1%,Medium,0.30898314806430144, https://leetcode.com/problems/integer-to-roman
177,Nth Highest Salary,31.4%,Medium,0.3088994656700207, https://leetcode.com/problems/nth-highest-salary
202,Happy Number,50.4%,Easy,0.3027727255563815, https://leetcode.com/problems/happy-number
724,Find Pivot Index,44.0%,Easy,0.29912265485367395, https://leetcode.com/problems/find-pivot-index
1229,Meeting Scheduler,52.7%,Medium,0.2955601745092634, https://leetcode.com/problems/meeting-scheduler
387,First Unique Character in a String,53.4%,Easy,0.2924677090124108, https://leetcode.com/problems/first-unique-character-in-a-string
996,Number of Squareful Arrays,47.8%,Hard,0.28675913745318005, https://leetcode.com/problems/number-of-squareful-arrays
54,Spiral Matrix,34.1%,Medium,0.28079436421311554, https://leetcode.com/problems/spiral-matrix
15,3Sum,26.8%,Medium,0.2753610195122021, https://leetcode.com/problems/3sum
5,Longest Palindromic Substring,29.5%,Medium,0.2637368700238773, https://leetcode.com/problems/longest-palindromic-substring
348,Design Tic-Tac-Toe,54.3%,Medium,0.2625527836498761, https://leetcode.com/problems/design-tic-tac-toe
21,Merge Two Sorted Lists,53.5%,Easy,0.2612738868325316, https://leetcode.com/problems/merge-two-sorted-lists
609,Find Duplicate File in System,59.5%,Medium,0.25388017696233983, https://leetcode.com/problems/find-duplicate-file-in-system
238,Product of Array Except Self,60.1%,Medium,0.25039509932624693, https://leetcode.com/problems/product-of-array-except-self
139,Word Break,40.1%,Medium,0.24836185186023652, https://leetcode.com/problems/word-break
251,Flatten 2D Vector,45.7%,Medium,0.2425088583672668, https://leetcode.com/problems/flatten-2d-vector
545,Boundary of Binary Tree,38.9%,Medium,0.235382573048932, https://leetcode.com/problems/boundary-of-binary-tree
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.23357430753991837, https://leetcode.com/problems/longest-substring-without-repeating-characters
48,Rotate Image,56.7%,Medium,0.22339894653970727, https://leetcode.com/problems/rotate-image
18,4Sum,33.7%,Medium,0.22096511694444815, https://leetcode.com/problems/4sum
8,String to Integer (atoi),15.4%,Medium,0.2176759858041558, https://leetcode.com/problems/string-to-integer-atoi
393,UTF-8 Validation,37.5%,Medium,0.2166710368085923, https://leetcode.com/problems/utf-8-validation
661,Image Smoother,51.5%,Easy,0.21106039931128698, https://leetcode.com/problems/image-smoother
729,My Calendar I,51.8%,Medium,0.20856657856743668, https://leetcode.com/problems/my-calendar-i
362,Design Hit Counter,63.7%,Medium,0.20812125379246896, https://leetcode.com/problems/design-hit-counter
23,Merge k Sorted Lists,40.2%,Hard,0.20567737841612924, https://leetcode.com/problems/merge-k-sorted-lists
233,Number of Digit One,31.3%,Hard,0.20157261209600713, https://leetcode.com/problems/number-of-digit-one
836,Rectangle Overlap,48.6%,Easy,0.19944370144318244, https://leetcode.com/problems/rectangle-overlap
36,Valid Sudoku,48.7%,Medium,0.1991463806942981, https://leetcode.com/problems/valid-sudoku
706,Design HashMap,61.3%,Easy,0.1960785423771685, https://leetcode.com/problems/design-hashmap
46,Permutations,63.5%,Medium,0.18816690901782251, https://leetcode.com/problems/permutations
658,Find K Closest Elements,40.9%,Medium,0.18663941293482042, https://leetcode.com/problems/find-k-closest-elements
394,Decode String,50.0%,Medium,0.18648126820299707, https://leetcode.com/problems/decode-string
253,Meeting Rooms II,45.7%,Medium,0.18465102561460048, https://leetcode.com/problems/meeting-rooms-ii
911,Online Election,50.4%,Medium,0.1741842396477574, https://leetcode.com/problems/online-election
1278,Palindrome Partitioning III,59.9%,Hard,0.17284281283941086, https://leetcode.com/problems/palindrome-partitioning-iii
223,Rectangle Area,37.8%,Medium,0.172469260350943, https://leetcode.com/problems/rectangle-area
7,Reverse Integer,25.8%,Easy,0.1708373626727859, https://leetcode.com/problems/reverse-integer
31,Next Permutation,32.6%,Medium,0.16698476137397944, https://leetcode.com/problems/next-permutation
642,Design Search Autocomplete System,44.7%,Hard,0.16312782492496253, https://leetcode.com/problems/design-search-autocomplete-system
821,Shortest Distance to a Character,66.9%,Easy,0.16229864091884685, https://leetcode.com/problems/shortest-distance-to-a-character
242,Valid Anagram,56.9%,Easy,0.1620140669319784, https://leetcode.com/problems/valid-anagram
155,Min Stack,44.5%,Easy,0.15817175770099312, https://leetcode.com/problems/min-stack
88,Merge Sorted Array,39.4%,Easy,0.15664551938695154, https://leetcode.com/problems/merge-sorted-array
381,Insert Delete GetRandom O(1) - Duplicates allowed,34.1%,Hard,0.15656906069153992, https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
125,Valid Palindrome,36.7%,Easy,0.15573056017039402, https://leetcode.com/problems/valid-palindrome
20,Valid Parentheses,39.0%,Easy,0.15392855906669206, https://leetcode.com/problems/valid-parentheses
14,Longest Common Prefix,35.4%,Easy,0.15097420446868728, https://leetcode.com/problems/longest-common-prefix
17,Letter Combinations of a Phone Number,46.8%,Medium,0.14740025304271914, https://leetcode.com/problems/letter-combinations-of-a-phone-number
380,Insert Delete GetRandom O(1),47.5%,Medium,0.1466146891661091, https://leetcode.com/problems/insert-delete-getrandom-o1
269,Alien Dictionary,33.3%,Hard,0.14578781346149866, https://leetcode.com/problems/alien-dictionary
909,Snakes and Ladders,38.4%,Medium,0.14465605390747982, https://leetcode.com/problems/snakes-and-ladders
546,Remove Boxes,42.7%,Hard,0.14361551169114867, https://leetcode.com/problems/remove-boxes
121,Best Time to Buy and Sell Stock,50.5%,Easy,0.14290237960985536, https://leetcode.com/problems/best-time-to-buy-and-sell-stock
16,3Sum Closest,46.0%,Medium,0.14234512850929823, https://leetcode.com/problems/3sum-closest
75,Sort Colors,47.3%,Medium,0.14097981038702445, https://leetcode.com/problems/sort-colors
127,Word Ladder,29.6%,Medium,0.13969675545163246, https://leetcode.com/problems/word-ladder
141,Linked List Cycle,41.1%,Easy,0.13790757618343236, https://leetcode.com/problems/linked-list-cycle
427,Construct Quad Tree,61.4%,Medium,0.13580154115906176, https://leetcode.com/problems/construct-quad-tree
509,Fibonacci Number,67.2%,Easy,0.1350250115835784, https://leetcode.com/problems/fibonacci-number
297,Serialize and Deserialize Binary Tree,47.5%,Hard,0.13437443205326582, https://leetcode.com/problems/serialize-and-deserialize-binary-tree
236,Lowest Common Ancestor of a Binary Tree,45.7%,Medium,0.13360522333074684, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
195,Tenth Line,33.0%,Easy,0.1329388000145885, https://leetcode.com/problems/tenth-line
124,Binary Tree Maximum Path Sum,34.3%,Hard,0.12986708079202924, https://leetcode.com/problems/binary-tree-maximum-path-sum
384,Shuffle an Array,52.8%,Medium,0.12953764257899986, https://leetcode.com/problems/shuffle-an-array
733,Flood Fill,55.3%,Easy,0.1294338948393464, https://leetcode.com/problems/flood-fill
528,Random Pick with Weight,43.9%,Medium,0.12617342152539626, https://leetcode.com/problems/random-pick-with-weight
694,Number of Distinct Islands,56.0%,Medium,0.12516314295400602, https://leetcode.com/problems/number-of-distinct-islands
636,Exclusive Time of Functions,52.0%,Medium,0.12466318981419816, https://leetcode.com/problems/exclusive-time-of-functions
741,Cherry Pickup,33.9%,Hard,0.12293768624504794, https://leetcode.com/problems/cherry-pickup
133,Clone Graph,34.8%,Medium,0.1228536731053435, https://leetcode.com/problems/clone-graph
34,Find First and Last Position of Element in Sorted Array,36.2%,Medium,0.12112367112240524, https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
867,Transpose Matrix,62.8%,Easy,0.11927747573936125, https://leetcode.com/problems/transpose-matrix
76,Minimum Window Substring,34.6%,Hard,0.11918851726511835, https://leetcode.com/problems/minimum-window-substring
443,String Compression,41.3%,Easy,0.11871630683938197, https://leetcode.com/problems/string-compression
332,Reconstruct Itinerary,36.7%,Medium,0.11747520126885172, https://leetcode.com/problems/reconstruct-itinerary
739,Daily Temperatures,63.3%,Medium,0.11646575243222568, https://leetcode.com/problems/daily-temperatures
268,Missing Number,51.7%,Easy,0.11538834636572094, https://leetcode.com/problems/missing-number
281,Zigzag Iterator,58.4%,Medium,0.11506932978478719, https://leetcode.com/problems/zigzag-iterator
401,Binary Watch,47.5%,Easy,0.1149222341870932, https://leetcode.com/problems/binary-watch
692,Top K Frequent Words,51.8%,Medium,0.1139616691735821, https://leetcode.com/problems/top-k-frequent-words
277,Find the Celebrity,41.8%,Medium,0.11383991212794757, https://leetcode.com/problems/find-the-celebrity
120,Triangle,44.2%,Medium,0.11325730177515365, https://leetcode.com/problems/triangle
977,Squares of a Sorted Array,72.1%,Easy,0.11148209139865584, https://leetcode.com/problems/squares-of-a-sorted-array
412,Fizz Buzz,62.3%,Easy,0.1089140648664841, https://leetcode.com/problems/fizz-buzz
472,Concatenated Words,43.7%,Hard,0.10634180122055205, https://leetcode.com/problems/concatenated-words
388,Longest Absolute File Path,41.8%,Medium,0.105981440856292, https://leetcode.com/problems/longest-absolute-file-path
128,Longest Consecutive Sequence,45.1%,Hard,0.10561054122992579, https://leetcode.com/problems/longest-consecutive-sequence
343,Integer Break,50.4%,Medium,0.10446541455492596, https://leetcode.com/problems/integer-break
796,Rotate String,49.6%,Easy,0.10392210998497661, https://leetcode.com/problems/rotate-string
986,Interval List Intersections,67.3%,Medium,0.10288907161978299, https://leetcode.com/problems/interval-list-intersections
178,Rank Scores,45.8%,Medium,0.10056698833370464, https://leetcode.com/problems/rank-scores
350,Intersection of Two Arrays II,51.4%,Easy,0.10055599252915376, https://leetcode.com/problems/intersection-of-two-arrays-ii
136,Single Number,65.5%,Easy,0.09844680818822771, https://leetcode.com/problems/single-number
218,The Skyline Problem,34.6%,Hard,0.09823843958341322, https://leetcode.com/problems/the-skyline-problem
232,Implement Queue using Stacks,49.6%,Easy,0.09690200534777553, https://leetcode.com/problems/implement-queue-using-stacks
837,New 21 Game,34.6%,Medium,0.09646026618756222, https://leetcode.com/problems/new-21-game
895,Maximum Frequency Stack,60.6%,Hard,0.09490784626439754, https://leetcode.com/problems/maximum-frequency-stack
86,Partition List,41.5%,Medium,0.09480379573736777, https://leetcode.com/problems/partition-list
344,Reverse String,68.5%,Easy,0.09446131492390734, https://leetcode.com/problems/reverse-string
33,Search in Rotated Sorted Array,34.5%,Medium,0.09336717401169674, https://leetcode.com/problems/search-in-rotated-sorted-array
87,Scramble String,33.7%,Hard,0.09333193979221914, https://leetcode.com/problems/scramble-string
140,Word Break II,32.6%,Hard,0.09311451843548549, https://leetcode.com/problems/word-break-ii
266,Palindrome Permutation,61.9%,Easy,0.091248671465145, https://leetcode.com/problems/palindrome-permutation
175,Combine Two Tables,60.8%,Easy,0.09043413926771789, https://leetcode.com/problems/combine-two-tables
973,K Closest Points to Origin,63.8%,Medium,0.08860246722187161, https://leetcode.com/problems/k-closest-points-to-origin
549,Binary Tree Longest Consecutive Sequence II,47.0%,Medium,0.08816278759467164, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii
256,Paint House,52.1%,Easy,0.08650924290928251, https://leetcode.com/problems/paint-house
116,Populating Next Right Pointers in Each Node,45.2%,Medium,0.08636683942300452, https://leetcode.com/problems/populating-next-right-pointers-in-each-node
771,Jewels and Stones,86.4%,Easy,0.08577683715610061, https://leetcode.com/problems/jewels-and-stones
22,Generate Parentheses,62.7%,Medium,0.08480542001364956, https://leetcode.com/problems/generate-parentheses
167,Two Sum II - Input array is sorted,54.1%,Easy,0.08467305686458218, https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
283,Move Zeroes,57.8%,Easy,0.08379761717276897, https://leetcode.com/problems/move-zeroes
582,Kill Process,60.8%,Medium,0.08355588569097351, https://leetcode.com/problems/kill-process
193,Valid Phone Numbers,25.3%,Easy,0.08269171584511335, https://leetcode.com/problems/valid-phone-numbers
300,Longest Increasing Subsequence,42.6%,Medium,0.08107755786480896, https://leetcode.com/problems/longest-increasing-subsequence
43,Multiply Strings,33.9%,Medium,0.07944184170158367, https://leetcode.com/problems/multiply-strings
93,Restore IP Addresses,35.6%,Medium,0.07681317776161672, https://leetcode.com/problems/restore-ip-addresses
1221,Split a String in Balanced Strings,83.3%,Easy,0.07634057217232601, https://leetcode.com/problems/split-a-string-in-balanced-strings
77,Combinations,54.7%,Medium,0.07597820557665204, https://leetcode.com/problems/combinations
41,First Missing Positive,32.0%,Hard,0.07584078645899876, https://leetcode.com/problems/first-missing-positive
435,Non-overlapping Intervals,42.9%,Medium,0.07565042495900788, https://leetcode.com/problems/non-overlapping-intervals
515,Find Largest Value in Each Tree Row,61.1%,Medium,0.07428007438287054, https://leetcode.com/problems/find-largest-value-in-each-tree-row
273,Integer to English Words,27.1%,Hard,0.0732177031685638, https://leetcode.com/problems/integer-to-english-words
37,Sudoku Solver,43.6%,Hard,0.07095173597228444, https://leetcode.com/problems/sudoku-solver
632,Smallest Range Covering Elements from K Lists,52.4%,Hard,0.07082605256861242, https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
91,Decode Ways,24.7%,Medium,0.07076721180832166, https://leetcode.com/problems/decode-ways
470,Implement Rand10() Using Rand7(),46.3%,Medium,0.07020425867324853, https://leetcode.com/problems/implement-rand10-using-rand7
187,Repeated DNA Sequences,38.9%,Medium,0.06947237281476738, https://leetcode.com/problems/repeated-dna-sequences
460,LFU Cache,34.2%,Hard,0.06836374280939023, https://leetcode.com/problems/lfu-cache
39,Combination Sum,56.1%,Medium,0.0678648829148938, https://leetcode.com/problems/combination-sum
1011,Capacity To Ship Packages Within D Days,58.1%,Medium,0.06649420875558125, https://leetcode.com/problems/capacity-to-ship-packages-within-d-days
419,Battleships in a Board,70.0%,Medium,0.06557337705569365, https://leetcode.com/problems/battleships-in-a-board
51,N-Queens,46.6%,Hard,0.06402185876493102, https://leetcode.com/problems/n-queens
772,Basic Calculator III,41.3%,Hard,0.06331227941432688, https://leetcode.com/problems/basic-calculator-iii
647,Palindromic Substrings,60.6%,Medium,0.06329624434241725, https://leetcode.com/problems/palindromic-substrings
10,Regular Expression Matching,26.8%,Hard,0.06289183612814463, https://leetcode.com/problems/regular-expression-matching
322,Coin Change,35.5%,Medium,0.06260600694223208, https://leetcode.com/problems/coin-change
1044,Longest Duplicate Substring,31.9%,Hard,0.062325463197828765, https://leetcode.com/problems/longest-duplicate-substring
25,Reverse Nodes in k-Group,42.1%,Hard,0.062178154907672076, https://leetcode.com/problems/reverse-nodes-in-k-group
353,Design Snake Game,34.2%,Medium,0.06053284922884233, https://leetcode.com/problems/design-snake-game
